"Player","FullName","Appearances","Minutes","Goals","Assists","YellowCard","RedCard","ShotsPerGame","PassSuccessPercentage","ManOfTheMatch","Rating","Team","Group","Squad Number","Position","Captain","Date Of Birth","Age","Caps","GoalsBeforeTournament","Club","Photo","Flag","Club Logo","Value"
"B. Jones","Brad Jones","0","0","0","0","0","0","0","0","0","0","Australia","C","12","GK","-","3/19/1982","36","5","0","Rotherham United","https://cdn.sofifa.org/players/10/19/138722.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/1797.png","€500K"
"D. Arzani","Daniel Arzani","3","60","0","0","1","0","0","88.9","0","6.18","Australia","C","17","FW","-","1/4/1999","19","1","0","Celtic","https://cdn.sofifa.org/players/10/19/234867.png","https://cdn.sofifa.org/flags/195.png","https://cdn.sofifa.org/teams/10/light/78.png","€2.3M"
"F. Baloy","Felipe Baloy","1","21","1","0","0","0","1","100","0","7.3","Panama","G","23","DF","captain","2/24/1981","37","102","3","N/A","N/A","N/A","N/A","N/A"
"K. Waston","Kendall Waston","1","90","1","0","1","0","1","91.9","0","7.53","Costa Rica","E","19","DF","-","1/1/1988","30","25","3","Vancouver Whitecaps FC","https://cdn.sofifa.org/players/10/19/216811.png","https://cdn.sofifa.org/flags/72.png","https://cdn.sofifa.org/teams/10/light/101112.png","€4.2M"
"M. Amine Ben Amor","Mohamed Amine Ben Amor","0","0","0","0","0","0","0","0","0","0","Tunisia","G","14","MF","-","5/3/1992","26","25","1","N/A","N/A","N/A","N/A","N/A"
"A. Gunnarsson","Aron Gunnarsson","3","253","0","0","0","0","0","76.3","0","6.53","Iceland","D","17","MF","captain","4/22/1989","29","77","2","Cardiff City","https://cdn.sofifa.org/players/10/19/189167.png","https://cdn.sofifa.org/flags/24.png","https://cdn.sofifa.org/teams/10/light/1961.png","€3.1M"
"H. Kane","Harry Kane","6","573","6","0","0","0","0","69.1","2","7.67","England","G","9","FW","captain","7/28/1993","24","24","13","Tottenham Hotspur","https://cdn.sofifa.org/players/10/19/202126.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/18.png","€83.5M"
"S. Coates","Sebastián Coates","1","90","0","0","0","0","0","93.4","0","7.05","Uruguay","A","19","DF","-","10/7/1990","27","30","1","Sporting CP","https://cdn.sofifa.org/players/10/19/197655.png","https://cdn.sofifa.org/flags/60.png","https://cdn.sofifa.org/teams/10/light/237.png","€21M"
"D. Reyes","Diego Reyes","0","0","0","0","0","0","0","0","0","0","Mexico","F","5","DF","-","9/19/1992","25","55","1","Fenerbahçe SK","https://cdn.sofifa.org/players/10/19/192012.png","https://cdn.sofifa.org/flags/83.png","https://cdn.sofifa.org/teams/10/light/326.png","€8.5M"
"J. Hector","Jonas Hector","2","165","0","0","0","0","1","87.5","0","6.92","Germany","F","3","DF","-","5/27/1990","28","37","3","1. FC Köln","https://cdn.sofifa.org/players/10/19/208334.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/31.png","€10M"
"O. Ingi Skúlason","Ólafur Ingi Skúlason","0","0","0","0","0","0","0","0","0","0","Iceland","D","16","MF","-","4/1/1983","35","35","1","N/A","N/A","N/A","N/A","N/A"
"A. Rami","Adil Rami","0","0","0","0","0","0","0","0","0","0","France","C","17","DF","-","12/27/1985","32","35","1","Olympique de Marseille","https://cdn.sofifa.org/players/10/19/183280.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/219.png","€12.5M"
"G. Shoji","Gen Shoji","3","270","0","0","0","0","0","89.3","0","6.83","Japan","H","3","DF","-","12/11/1992","25","10","1","Kashima Antlers","https://cdn.sofifa.org/players/10/19/232869.png","https://cdn.sofifa.org/flags/163.png","https://cdn.sofifa.org/teams/10/light/101147.png","€7.5M"
"M. Luongo","Massimo Luongo","0","0","0","0","0","0","0","0","0","0","Australia","C","8","MF","-","9/25/1992","25","35","5","Queens Park Rangers","https://cdn.sofifa.org/players/10/19/205347.png","https://cdn.sofifa.org/flags/195.png","https://cdn.sofifa.org/teams/10/light/15.png","€6M"
"W. Kvist","William Kvist","1","36","0","0","0","0","0","95","0","6.47","Denmark","C","7","MF","-","2/24/1985","33","79","2","FC København","https://cdn.sofifa.org/players/10/19/158676.png","https://cdn.sofifa.org/flags/13.png","https://cdn.sofifa.org/teams/10/light/819.png","€375K"
"W. Szczęsny","Wojciech Szczęsny","0","0","0","0","0","0","0","0","0","0","Poland","H","1","GK","-","4/18/1990","28","33","0","Juventus","https://cdn.sofifa.org/players/10/19/186153.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/45.png","€32M"
"Y. Mina","Yerry Mina","3","300","3","0","0","0","1","89.2","1","8.35","Colombia","H","13","DF","-","9/23/1994","23","12","3","Everton","https://cdn.sofifa.org/players/10/19/220523.png","https://cdn.sofifa.org/flags/56.png","https://cdn.sofifa.org/teams/10/light/7.png","€12.5M"
"A. Milik","Arkadiusz Milik","1","73","0","0","0","0","1","54.5","0","5.8","Poland","H","7","FW","-","2/28/1994","24","38","12","Napoli","https://cdn.sofifa.org/players/10/19/205175.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/48.png","€25.5M"
"B. Matuidi","Blaise Matuidi","5","336","0","0","2","0","1","83","0","6.77","France","C","14","MF","-","4/9/1987","31","66","9","Juventus","https://cdn.sofifa.org/players/10/19/170890.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/45.png","€26M"
"M. Dmitrović","Marko Dmitrović","0","0","0","0","0","0","0","0","0","0","Serbia","E","23","GK","-","1/24/1992","26","2","0","SD Eibar","https://cdn.sofifa.org/players/10/19/227290.png","https://cdn.sofifa.org/flags/51.png","https://cdn.sofifa.org/teams/10/light/467.png","€10M"
"M. Özil","Mesut Özil","2","180","0","0","0","0","1","88.8","0","6.93","Germany","F","10","MF","-","10/15/1988","29","90","23","Arsenal","https://cdn.sofifa.org/players/10/19/176635.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/1.png","€43.5M"
"M. Pouraliganji","Morteza Pouraliganji","3","270","0","0","0","0","0","74.1","0","6.55","Iran","B","8","DF","-","4/19/1992","26","26","2","KAS Eupen","https://cdn.sofifa.org/players/10/19/227921.png","https://cdn.sofifa.org/flags/161.png","https://cdn.sofifa.org/teams/10/light/2013.png","€1.8M"
"Neymar Jr","Neymar Jr","5","450","2","1","1","0","0","84.9","2","8.25","Brazil","E","10","FW","-","2/5/1992","26","84","54","Paris Saint-Germain","https://cdn.sofifa.org/players/10/19/190871.png","https://cdn.sofifa.org/flags/54.png","https://cdn.sofifa.org/teams/10/light/73.png","€118.5M"
"R. Torres","Román Torres","3","236","0","0","0","0","0","82.6","0","5.94","Panama","G","5","DF","-","3/20/1986","32","110","10","Seattle Sounders FC","https://cdn.sofifa.org/players/10/19/214506.png","https://cdn.sofifa.org/flags/87.png","https://cdn.sofifa.org/teams/10/light/111144.png","€1.4M"
"A. Guardado","Andrés Guardado","4","307","0","0","1","0","0","90.7","0","6.64","Mexico","F","18","MF","captain","9/28/1986","31","144","25","Real Betis","https://cdn.sofifa.org/players/10/19/171897.png","https://cdn.sofifa.org/flags/83.png","https://cdn.sofifa.org/teams/10/light/449.png","€19M"
"B. Ivanović","Branislav Ivanović","0","0","0","0","0","0","0","0","0","0","Serbia","E","6","DF","-","2/22/1984","34","102","12","N/A","N/A","N/A","N/A","N/A"
"F. Delph","Fabian Delph","4","220","0","0","0","0","0","90.7","0","6.53","England","G","17","DF","-","11/21/1989","28","10","0","Manchester City","https://cdn.sofifa.org/players/10/19/183427.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/10.png","€11.5M"
"M. Fabián","Marco Fabián","1","25","0","0","0","0","1","81.8","0","6.1","Mexico","F","8","FW","-","7/21/1989","28","38","9","Eintracht Frankfurt","https://cdn.sofifa.org/players/10/19/186307.png","https://cdn.sofifa.org/flags/83.png","https://cdn.sofifa.org/teams/10/light/1824.png","€9M"
"R. Sobhi","Ramadan Sobhi","3","56","0","0","0","0","0","76","0","6.02","Egypt","A","14","FW","-","1/23/1997","21","22","1","Huddersfield Town","https://cdn.sofifa.org/players/10/19/233601.png","https://cdn.sofifa.org/flags/111.png","https://cdn.sofifa.org/teams/10/light/1939.png","€7.5M"
"R. Rezaeian","Ramin Rezaeian","3","270","0","0","0","0","0","52.5","1","6.99","Iran","B","23","DF","-","3/21/1990","28","27","2","N/A","N/A","N/A","N/A","N/A"
"A. Dzagoev","Alan Dzagoev","2","42","0","1","0","0","0","76.5","0","6.82","Russia","A","9","MF","-","6/17/1990","27","56","9","PFC CSKA Moscow","https://cdn.sofifa.org/players/10/19/187735.png","https://cdn.sofifa.org/flags/40.png","https://cdn.sofifa.org/teams/10/light/315.png","€12.5M"
"S. Al-Faraj","Salman Al-Faraj","0","0","0","0","0","0","0","0","0","0","Saudi Arabia","A","7","MF","-","8/1/1989","28","42","3","N/A","N/A","N/A","N/A","N/A"
"W. Ndidi","Wilfred Ndidi","3","270","0","0","0","0","1","81.2","0","7.77","Nigeria","D","4","MF","-","12/16/1996","21","16","0","Leicester City","https://cdn.sofifa.org/players/10/19/226790.png","https://cdn.sofifa.org/flags/133.png","https://cdn.sofifa.org/teams/10/light/95.png","€17M"
"P. Zieliński","Piotr Zieliński","0","0","0","0","0","0","0","0","0","0","Poland","H","19","MF","-","5/20/1994","24","31","4","Napoli","https://cdn.sofifa.org/players/10/19/210406.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/48.png","€24.5M"
"R. Azofeifa","Randall Azofeifa","1","1","0","0","0","0","0","50","0","6","Costa Rica","E","14","MF","-","12/30/1984","33","57","3","N/A","N/A","N/A","N/A","N/A"
"S. Milinković-Savić","Sergej Milinković-Savić","0","0","0","0","0","0","0","0","0","0","Serbia","E","20","MF","-","2/27/1995","23","3","0","Lazio","https://cdn.sofifa.org/players/10/19/223848.png","https://cdn.sofifa.org/flags/51.png","https://cdn.sofifa.org/teams/10/light/46.png","€50.5M"
"S. Nwankwo","Simeon Nwankwo","0","0","0","0","0","0","0","0","0","0","Nigeria","D","13","FW","-","5/7/1992","26","1","0","N/A","N/A","N/A","N/A","N/A"
"G. Mercado","Gabriel Mercado","3","270","1","1","1","0","0","87.7","0","6.86","Argentina","D","2","DF","-","3/18/1987","31","20","3","Sevilla FC","https://cdn.sofifa.org/players/10/19/183892.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/481.png","€8.5M"
"H. Sakai","Hiroki Sakai","4","360","0","0","0","0","0","72","0","6.84","Japan","H","19","DF","-","4/12/1990","28","41","0","Olympique de Marseille","https://cdn.sofifa.org/players/10/19/208520.png","https://cdn.sofifa.org/flags/163.png","https://cdn.sofifa.org/teams/10/light/219.png","€8M"
"Y. Al-Shahrani","Yasser Al-Shahrani","0","0","0","0","0","0","0","0","0","0","Saudi Arabia","A","13","DF","-","5/25/1992","26","36","0","N/A","N/A","N/A","N/A","N/A"
"A. Miranchuk","Aleksei Miranchuk","0","0","0","0","0","0","0","0","0","0","Russia","A","15","MF","-","10/17/1995","22","17","4","Lokomotiv Moscow","https://cdn.sofifa.org/players/10/19/214092.png","https://cdn.sofifa.org/flags/40.png","https://cdn.sofifa.org/teams/10/light/100765.png","€12M"
"C. Ramos","Christian Ramos","3","270","0","0","0","0","0","82.6","0","6.64","Peru","C","15","DF","-","11/4/1988","29","65","3","Al Nassr","https://cdn.sofifa.org/players/10/19/196435.png","https://cdn.sofifa.org/flags/59.png","https://cdn.sofifa.org/teams/10/light/112139.png","€1.4M"
"J. Błaszczykowski","Jakub Błaszczykowski","0","0","0","0","0","0","0","0","0","0","Poland","H","16","MF","-","12/14/1985","32","97","19","VfL Wolfsburg","https://cdn.sofifa.org/players/10/19/164994.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/175.png","€4.4M"
"J. Pickford","Jordan Pickford","7","690","0","0","0","0","0","66.4","0","6.54","England","G","1","GK","-","3/7/1994","24","3","0","Everton","https://cdn.sofifa.org/players/10/19/204935.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/7.png","€25M"
"J. Seung-hyun","Jung Seung-hyun","0","0","0","0","0","0","0","0","0","0","South Korea","F","3","DF","-","4/3/1994","24","6","0","N/A","N/A","N/A","N/A","N/A"
"A. Kramarić","Andrej Kramarić","0","0","0","0","0","0","0","0","0","0","Croatia","D","9","FW","-","6/19/1991","26","30","8","TSG 1899 Hoffenheim","https://cdn.sofifa.org/players/10/19/216354.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/10029.png","€26M"
"N. Guzmán","Nahuel Guzmán","0","0","0","0","0","0","0","0","0","0","Argentina","D","1","GK","-","2/10/1986","32","6","0","Tigres U.A.N.L.","https://cdn.sofifa.org/players/10/19/176919.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/1970.png","€5M"
"Y. Tielemans","Youri Tielemans","4","175","0","2","1","0","1","88.3","0","6.81","Belgium","G","17","MF","-","5/7/1997","21","7","0","AS Monaco","https://cdn.sofifa.org/players/10/19/216393.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/69.png","€16M"
"J. Lerma","Jefferson Lerma","4","176","0","0","0","0","0","84.6","0","6.22","Colombia","H","16","MF","-","10/25/1994","23","5","0","Bournemouth","https://cdn.sofifa.org/players/10/19/213991.png","https://cdn.sofifa.org/flags/56.png","https://cdn.sofifa.org/teams/10/light/1943.png","€14.5M"
"J. Acosta","Johnny Acosta","3","270","0","0","1","0","0","83.8","0","6.15","Costa Rica","E","2","DF","-","7/21/1983","34","68","2","N/A","N/A","N/A","N/A","N/A"
"N. Ueda","Naomichi Ueda","0","0","0","0","0","0","0","0","0","0","Japan","H","2","DF","-","10/24/1994","23","3","0","KSV Cercle Brugge","https://cdn.sofifa.org/players/10/19/232870.png","https://cdn.sofifa.org/flags/163.png","https://cdn.sofifa.org/teams/10/light/1750.png","€1.2M"
"R. Bentancur","Rodrigo Bentancur","5","365","0","1","2","0","0","86.8","0","6.87","Uruguay","A","6","MF","-","6/25/1997","20","6","0","Juventus","https://cdn.sofifa.org/players/10/19/227535.png","https://cdn.sofifa.org/flags/60.png","https://cdn.sofifa.org/teams/10/light/45.png","€15.5M"
"S. Khedira","Sami Khedira","2","118","0","0","0","0","0","83.7","0","6.54","Germany","F","6","MF","-","4/4/1987","31","74","7","Juventus","https://cdn.sofifa.org/players/10/19/179846.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/45.png","€33M"
"A. Diallo","Abdoulaye Diallo","0","0","0","0","0","0","0","0","0","0","Senegal","H","1","GK","-","3/30/1992","26","16","0","Borussia Dortmund","https://cdn.sofifa.org/players/10/19/225711.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/22.png","€15M"
"K. Omeruo","Kenneth Omeruo","2","180","0","1","0","0","0","70.3","0","7.14","Nigeria","D","22","DF","-","10/17/1993","24","39","0","CD Leganés","https://cdn.sofifa.org/players/10/19/207624.png","https://cdn.sofifa.org/flags/133.png","https://cdn.sofifa.org/teams/10/light/100888.png","€3.7M"
"M. Silva","Martín Silva","0","0","0","0","0","0","0","0","0","0","Uruguay","A","23","GK","-","3/25/1983","35","11","0","Real Salt Lake","https://cdn.sofifa.org/players/10/19/200395.png","https://cdn.sofifa.org/flags/60.png","https://cdn.sofifa.org/teams/10/light/111065.png","€1.4M"
"O. Onazi","Ogenyi Onazi","0","0","0","0","0","0","0","0","0","0","Nigeria","D","17","MF","-","12/25/1992","25","52","1","Trabzonspor","https://cdn.sofifa.org/players/10/19/202934.png","https://cdn.sofifa.org/flags/133.png","https://cdn.sofifa.org/teams/10/light/436.png","€7M"
"A. Miranchuk","Anton Miranchuk","0","0","0","0","0","0","0","0","0","0","Russia","A","16","MF","-","10/17/1995","22","5","0","Lokomotiv Moscow","https://cdn.sofifa.org/players/10/19/222368.png","https://cdn.sofifa.org/flags/40.png","https://cdn.sofifa.org/teams/10/light/100765.png","€8M"
"P. Jansson","Pontus Jansson","2","95","0","0","0","0","0","88.3","0","6.9","Sweden","F","18","DF","-","2/13/1991","27","15","0","Leeds United","https://cdn.sofifa.org/players/10/19/194201.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/teams/10/light/8.png","€7.5M"
"T. Al-Jassim","Taisir Al-Jassim","0","0","0","0","0","0","0","0","0","0","Saudi Arabia","A","17","MF","-","7/25/1984","33","131","18","N/A","N/A","N/A","N/A","N/A"
"A. Aguilar","Abel Aguilar","1","32","0","0","0","0","0","61.5","0","6.23","Colombia","H","8","MF","-","1/6/1985","33","70","7","FC Dallas","https://cdn.sofifa.org/players/10/19/177974.png","https://cdn.sofifa.org/flags/56.png","https://cdn.sofifa.org/teams/10/light/695.png","€2.3M"
"A. Polo","Andy Polo","0","0","0","0","0","0","0","0","0","0","Peru","C","14","MF","-","9/29/1994","23","16","1","Portland Timbers","https://cdn.sofifa.org/players/10/19/223637.png","https://cdn.sofifa.org/flags/59.png","https://cdn.sofifa.org/teams/10/light/111140.png","€1.2M"
"K. Dolberg","Kasper Dolberg","1","16","0","0","0","0","0","80","0","5.91","Denmark","C","12","FW","-","10/6/1997","20","5","1","Ajax","https://cdn.sofifa.org/players/10/19/228687.png","https://cdn.sofifa.org/flags/13.png","https://cdn.sofifa.org/teams/10/light/245.png","€12M"
"L. Tejada","Luis Tejada","2","51","0","0","1","0","0","80","0","5.77","Panama","G","18","FW","-","3/28/1982","36","105","43","N/A","N/A","N/A","N/A","N/A"
"C. Sánchez","Carlos Sánchez","3","123","0","2","0","0","0","69.5","0","6.9","Uruguay","A","5","MF","-","12/2/1984","33","35","1","West Ham United","https://cdn.sofifa.org/players/10/19/182882.png","https://cdn.sofifa.org/flags/56.png","https://cdn.sofifa.org/teams/10/light/19.png","€5M"
"C. Sánchez","Carlos Sánchez","3","172","0","0","1","1","0","86.1","0","5.76","Colombia","H","6","MF","-","2/6/1986","32","85","0","Real Sporting de Gijón","https://cdn.sofifa.org/players/10/19/245601.png","https://cdn.sofifa.org/flags/73.png","https://cdn.sofifa.org/teams/10/light/459.png","€350K"
"G. Gómez","Gabriel Gómez","3","249","0","0","1","0","0","92.4","0","6.16","Panama","G","6","MF","-","5/29/1984","34","143","12","Racing Club","https://cdn.sofifa.org/players/10/19/235925.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/101085.png","€750K"
"H. Yamaguchi","Hotaru Yamaguchi","3","109","0","0","0","0","0","92.9","0","5.99","Japan","H","16","MF","-","10/6/1990","27","41","2","Cerezo Osaka","https://cdn.sofifa.org/players/10/19/222987.png","https://cdn.sofifa.org/flags/163.png","https://cdn.sofifa.org/teams/10/light/101148.png","€2.2M"
"B. Džemaili","Blerim Džemaili","0","0","0","0","0","0","0","0","0","0","Switzerland","E","15","MF","-","4/12/1986","32","64","9","Bologna","https://cdn.sofifa.org/players/10/19/138699.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/189.png","€6.5M"
"R. Matarrita","Rónald Matarrita","0","0","0","0","0","0","0","0","0","0","Costa Rica","E","22","DF","-","7/9/1994","23","22","2","New York City FC","https://cdn.sofifa.org/players/10/19/232230.png","https://cdn.sofifa.org/flags/72.png","https://cdn.sofifa.org/teams/10/light/112828.png","€2.8M"
"B. Ndiaye","Badou Ndiaye","1","81","0","0","0","0","1","78.9","0","6.86","Senegal","H","17","MF","-","10/27/1990","27","18","1","Galatasaray SK","https://cdn.sofifa.org/players/10/19/221000.png","https://cdn.sofifa.org/flags/136.png","https://cdn.sofifa.org/teams/10/light/325.png","€7M"
